offer,reason
20,"To maximize my earnings while still offering a reasonable amount to the other player, I will give them a sum that is sufficient to be seen as fair to encourage acceptance, but not so much that it significantly reduces my own share."
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
30,"I want to ensure a favorable outcome while also being reasonable enough that the other player might perceive it as fair, so I will keep a significant amount for myself but still offer enough to be accepted easily."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
10,I want to maximize my own gain while still offering a reasonable amount to the other player to ensure they feel the offer is fair. Offering 10 dollars to them keeps the majority for myself and still gives them something.
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
30,"I want to propose a fair distribution while ensuring I maximize my own gain. Offering a small amount might lead to resentment, but offering too much reduces my share significantly. A balanced offer should increase the likelihood of acceptance."
20,"To maximize my earnings while still offering a reasonable amount to the other player, I will give them a sum that is sufficient to be seen as fair to encourage acceptance, but not so much that it significantly reduces my own share."
20,"To maximize my gain while still offering a fair amount, I will keep a significant portion for myself but offer a reasonable amount to the other player to ensure they feel valued, which may prompt acceptance."
20,"To maximize my own gain while still being generous enough to encourage acceptance, I will offer the responder a smaller share, yet enough to make the proposal attractive."
10,I want to maximize my own gain while still offering a reasonable amount to the other player to ensure they feel the offer is fair. Offering 10 dollars to them keeps the majority for myself and still gives them something.
30,"Offering a sum that is perceived as fair can encourage a more positive outcome, balancing the desire to maximize my gains while still appearing reasonable. I decide to keep 70 dollars and offer 30 dollars to the other player, ensuring that my offer is substantial enough to be accepted."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,"To maximize my gain while still offering a fair amount, I will keep a significant portion for myself but offer a reasonable amount to the other player to ensure they feel valued, which may prompt acceptance."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
30,"I want to keep a substantial amount for myself but also offer a fair amount to the other player to ensure my proposal is more likely to be accepted, as they may feel more inclined to accept a reasonable offer rather than nothing."
10,"I want to maximize my gain while still offering the other player a meaningful amount to encourage a sense of fairness. Offering a smaller portion can still be seen as reasonable, so I will keep a large amount for myself."
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
20,I want to keep a significant portion for myself but also offer a fair amount to the other player to make it more enticing for them to accept my proposal.
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
10,"To maximize my gain while still offering enough to make it appear fair, I will offer a small amount to the other player. This strategy allows me to keep the majority of the money while minimizing the likelihood of rejection."
20,"To maximize my gain while still offering a fair amount, I will keep a significant portion for myself but offer a reasonable amount to the other player to ensure they feel valued, which may prompt acceptance."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
30,"To ensure that I get a reasonable amount while still making an attractive offer to the other player, I will propose to keep 70 dollars and offer 30 dollars. This way I maximize my gains while providing enough incentive for acceptance."
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
30,"I want to ensure a favorable outcome while also being reasonable enough that the other player might perceive it as fair, so I will keep a significant amount for myself but still offer enough to be accepted easily."
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
20,"To maximize my profit while still offering a reasonable amount to the other player, I will keep a larger share for myself while giving the other player enough to possibly make the proposal appealing."
30,"I want to ensure a favorable outcome while also being reasonable enough that the other player might perceive it as fair, so I will keep a significant amount for myself but still offer enough to be accepted easily."
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,"To maximize my gain while still offering a fair amount, I will keep a significant portion for myself but offer a reasonable amount to the other player to ensure they feel valued, which may prompt acceptance."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
30,"Given that I get to keep my proposed amount regardless of the other player's decision, I will offer a sum that is substantial enough to encourage acceptance, yet keeps a larger share for myself."
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
10,"To maximize my own gain while still making a somewhat fair offer, I will keep a larger portion for myself but offer an amount that is enticing enough for the other player to potentially accept, ensuring I come out ahead either way."
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
20,"To maximize my earnings while still offering a reasonable amount to the other player, I will give them a sum that is sufficient to be seen as fair to encourage acceptance, but not so much that it significantly reduces my own share."
20,"I want to maximize my own gain while still offering an amount that seems generous enough to encourage acceptance, so I will keep a majority of the money while still offering a meaningful amount to the other player."
10,I want to maximize my own gain while still offering a reasonable amount to the other player to ensure they feel the offer is fair. Offering 10 dollars to them keeps the majority for myself and still gives them something.
10,"I want to maximize my own gain while still offering the responder a reasonable amount that could encourage acceptance. Offering 10 dollars to the other player seems fair, as they would at least get something, while I keep 90 dollars."
20,"To ensure a fair distribution while still maximizing my own gain, I will offer a smaller amount to the other player and keep the majority for myself. This should be an acceptable offer that they are likely to accept."
10,I want to maximize my own gain while still offering a reasonable amount to the other player to ensure they feel the offer is fair. Offering 10 dollars to them keeps the majority for myself and still gives them something.
10,"I want to maximize my own gain while still offering the responder a reasonable amount that could encourage acceptance. Offering 10 dollars to the other player seems fair, as they would at least get something, while I keep 90 dollars."
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
30,"I want to ensure a favorable outcome while also being reasonable enough that the other player might perceive it as fair, so I will keep a significant amount for myself but still offer enough to be accepted easily."
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
10,I want to maximize my own gain while still offering a reasonable amount to the other player to ensure they feel the offer is fair. Offering 10 dollars to them keeps the majority for myself and still gives them something.
30,"I want to ensure a favorable outcome while also being reasonable enough that the other player might perceive it as fair, so I will keep a significant amount for myself but still offer enough to be accepted easily."
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
30,"I want to ensure a favorable outcome while also being reasonable enough that the other player might perceive it as fair, so I will keep a significant amount for myself but still offer enough to be accepted easily."
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
30,"I want to maximize my gain while still offering enough to incentivize the other player to feel satisfied with the amount, making it likely they would accept my proposal. Offering them a fair amount, while keeping a larger share for myself, should work well."
10,"I want to ensure a fair distribution while keeping a significant portion for myself, as the responder has no real power to reject my offer. Offering a smaller amount might seem greedy but maximizing my share is strategically sound."
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,I want to maximize my own gain while still offering a reasonable amount to the other player to increase the chance of acceptance.
20,"I want to maximize my earnings while still offering a reasonable amount to the other player, ensuring they might accept my proposal despite knowing they cannot reject it."
