offer,reason
30,I want to keep a majority of the money for myself while offering a fair amount to the other player to ensure they might accept the proposal.
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
25,I want to keep a majority of the money for myself while still offering a reasonable amount to the other player to make my proposal acceptable. An offer of 25 dollars to the other player shows generosity without compromising too much of my own share.
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,I want to keep a majority of the money for myself while offering a fair amount to the other player to ensure they might accept the proposal.
20,I want to maximize my gain while offering a reasonable amount to encourage acceptance. I will keep $80 for myself and offer $20 to the other player.
30,I want to keep a majority of the money for myself while offering a fair amount to the other player to ensure they might accept the proposal.
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,I want to offer a fair amount to the other player to encourage acceptance while still keeping a substantial portion for myself. Offering $30 to the other player allows me to keep $70 and provides them with a significant amount that might motivate them to accept the proposal.
30,I want to keep a majority of the money for myself while offering a fair amount to the other player to ensure they might accept the proposal.
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a majority of the amount. Offering them 30 dollars seems reasonable and gives them a nice amount while I keep 70 dollars.
30,"I want to propose a fair division that maximizes my gain while still offering a reasonable amount to the other player, encouraging them to accept. A 70-30 split seems generous enough to ensure acceptance while still allowing me to retain the majority."
30,I want to keep a majority of the money for myself while offering a fair amount to the other player to ensure they might accept the proposal.
30,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a majority of the amount. Offering them 30 dollars seems reasonable and gives them a nice amount while I keep 70 dollars.
30,I want to ensure I get a fair amount for myself while also giving the other player enough to encourage acceptance.
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,"As the proposer, I want to offer enough to ensure the other player feels satisfied while still maximizing my own amount. A fair split could motivate acceptance if they feel they are receiving a decent amount."
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,"As the proposer, I want to offer enough to ensure the other player feels satisfied while still maximizing my own amount. A fair split could motivate acceptance if they feel they are receiving a decent amount."
30,"As the proposer, I want to offer enough to ensure the other player feels satisfied while still maximizing my own amount. A fair split could motivate acceptance if they feel they are receiving a decent amount."
30,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a majority of the amount. Offering them 30 dollars seems reasonable and gives them a nice amount while I keep 70 dollars.
20,"I want to make a proposal that is fair but also benefits me significantly, aiming for a balance that encourages acceptance."
30,I want to keep a majority of the money for myself while offering a fair amount to the other player to ensure they might accept the proposal.
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,I want to keep a majority of the money for myself while offering a fair amount to the other player to ensure they might accept the proposal.
30,I want to ensure I get a fair amount for myself while also giving the other player enough to encourage acceptance.
30,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a majority of the amount. Offering them 30 dollars seems reasonable and gives them a nice amount while I keep 70 dollars.
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,I want to ensure I get a fair amount for myself while also giving the other player enough to encourage acceptance.
30,I want to ensure I get a fair amount for myself while also giving the other player enough to encourage acceptance.
20,"I want to maximize my own gain while still offering a reasonable amount to the other player, encouraging acceptance without giving away too much."
10,"Offering a smaller amount to the other player while keeping the majority for myself maximizes my gain, as the responder has no right to reject the proposal."
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
20,"I want to make a proposal that is fair but also benefits me significantly, aiming for a balance that encourages acceptance."
30,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a majority of the amount. Offering them 30 dollars seems reasonable and gives them a nice amount while I keep 70 dollars.
20,"I want to keep a substantial amount for myself while still offering enough to the other player to make my proposal appealing. A fair offer can encourage goodwill, even if they cannot reject it."
30,"As the proposer, I want to offer enough to ensure the other player feels satisfied while still maximizing my own amount. A fair split could motivate acceptance if they feel they are receiving a decent amount."
30,"As the proposer, I want to offer enough to ensure the other player feels satisfied while still maximizing my own amount. A fair split could motivate acceptance if they feel they are receiving a decent amount."
30,I want to keep a majority of the money for myself while offering a fair amount to the other player to ensure they might accept the proposal.
30,I want to keep a majority of the money for myself while offering a fair amount to the other player to ensure they might accept the proposal.
30,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a majority of the amount. Offering them 30 dollars seems reasonable and gives them a nice amount while I keep 70 dollars.
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,"As the proposer, I want to offer enough to ensure the other player feels satisfied while still maximizing my own amount. A fair split could motivate acceptance if they feel they are receiving a decent amount."
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a majority of the amount. Offering them 30 dollars seems reasonable and gives them a nice amount while I keep 70 dollars.
30,I want to keep a majority of the money for myself while offering a fair amount to the other player to ensure they might accept the proposal.
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,"I want to ensure a fair distribution while still keeping a substantial amount for myself. A 70-30 split seems reasonable, giving the other player a good incentive to accept my offer while allowing me to retain a majority of the money."
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
20,"I want to keep a substantial amount for myself while still offering a reasonable amount to incentivize acceptance, as I believe offering $20 is fair given that they will receive something. This might lead to a higher likelihood of acceptance and ensure I still benefit significantly."
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,I want to keep a majority of the money for myself while offering a fair amount to the other player to ensure they might accept the proposal.
20,I want to maximize my gain while offering a reasonable amount to encourage acceptance. I will keep $80 for myself and offer $20 to the other player.
30,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a majority of the amount. Offering them 30 dollars seems reasonable and gives them a nice amount while I keep 70 dollars.
30,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a majority of the amount. Offering them 30 dollars seems reasonable and gives them a nice amount while I keep 70 dollars.
30,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a majority of the amount. Offering them 30 dollars seems reasonable and gives them a nice amount while I keep 70 dollars.
20,"I want to maximize my own gain while still offering a fair amount to the other player to encourage acceptance, so I will offer 20 dollars and keep 80 dollars for myself."
30,"I believe a fair offer that gives both parties a decent amount can lead to a more agreeable situation, even though they can't reject my proposal. Therefore, I will keep a larger share for myself while still giving the other player enough to seem reasonable."
30,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a majority of the amount. Offering them 30 dollars seems reasonable and gives them a nice amount while I keep 70 dollars.
30,I want to keep a majority of the money for myself while offering a fair amount to the other player to ensure they might accept the proposal.
20,I want to keep a substantial amount for myself while still offering a meaningful amount to the other player to maximize the chances of them accepting my proposal. Offering 20 dollars seems fair while allowing me to retain 80 dollars.
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
20,"I want to make a proposal that is fair but also benefits me significantly, aiming for a balance that encourages acceptance."
30,"As the proposer, I want to offer enough to ensure the other player feels satisfied while still maximizing my own amount. A fair split could motivate acceptance if they feel they are receiving a decent amount."
30,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a majority of the amount. Offering them 30 dollars seems reasonable and gives them a nice amount while I keep 70 dollars.
30,I want to keep a majority of the money for myself while offering a fair amount to the other player to ensure they might accept the proposal.
30,I want to keep a majority of the money for myself while offering a fair amount to the other player to ensure they might accept the proposal.
30,I want to ensure I get a fair amount for myself while also giving the other player enough to encourage acceptance.
30,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a majority of the amount. Offering them 30 dollars seems reasonable and gives them a nice amount while I keep 70 dollars.
30,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a majority of the amount. Offering them 30 dollars seems reasonable and gives them a nice amount while I keep 70 dollars.
30,"I believe in a fair approach, but since I get the money regardless of their decision, I can offer an amount that is satisfying enough for them, while still keeping a significant portion for myself."
30,I want to keep a majority of the money for myself while offering a fair amount to the other player to ensure they might accept the proposal.
30,"As the proposer, I want to offer enough to ensure the other player feels satisfied while still maximizing my own amount. A fair split could motivate acceptance if they feel they are receiving a decent amount."
30,I want to make a fair offer that incentivizes the other player to accept while still allowing me to keep a majority of the amount. Offering them 30 dollars seems reasonable and gives them a nice amount while I keep 70 dollars.
30,"As the proposer, I want to offer enough to ensure the other player feels satisfied while still maximizing my own amount. A fair split could motivate acceptance if they feel they are receiving a decent amount."
